word,count
"<coach,nation,>",2

"<coach,nba,>",23

"<coach,nba-record>",2

"<coach,nba:>",4

"<coach,ncaa,>",3

"<coach,nearli>",58

"<coach,nee>",10

"<coach,needed,>",2

"<coach,needed:>",2

"<coach,needs.>",2

"<coach,new-look>",3

"<coach,newfound>",4

"<coach,news.>",1

"<coach,next>",353

"<coach,nice>",29

"<coach,nicola>",1

"<coach,nights.>",4

"<coach,nike'>",5

"<coach,nike-sponsor>",5

"<coach,nike.>",5

"<coach,no>",15

"<coach,norvell,>",2

"<coach,note>",4

"<coach,notic>",5

"<coach,nov.>",23

"<coach,nowher>",16

"<coach,ntilikina>",7

"<coach,o'neal.>",8

"<coach,oats,>",21

"<coach,office,>",1

"<coach,officials.>",14

"<coach,often,>",2

"<coach,ok.>",1

"<coach,oklahoma>",92

"<coach,old,>",3

"<coach,olymp>",2

"<coach,omri>",3

"<coach,on,>",30

"<coach,on-bal>",3

"<coach,one,>",7

"<coach,one-half>",2

"<coach,one-on-on>",13

"<coach,one-point>",7

"<coach,onlin>",7

"<coach,onto>",17

"<coach,open>",295

"<coach,opening,>",7

"<coach,opinion.>",1

"<coach,opponents)>",5

"<coach,opportunities.>",6

"<coach,orange,>",8

"<coach,order>",14

"<coach,ordinari>",2

"<coach,oregon>",30

"<coach,oriented,>",3

"<coach,orlando'>",6

"<coach,orlando.>",4

"<coach,other,>",10

"<coach,ought>",4

"<coach,our>",46

"<coach,outplay>",3

"<coach,outscor>",52

"<coach,outsid>",43

"<coach,outstand>",4

"<coach,over-achievers,>",4

"<coach,overlooked,>",2

"<coach,overrated.>",4

"<coach,owe>",7

"<coach,owen>",10

"<coach,p.j.>",26

"<coach,pacers,>",2

"<coach,pacers:>",4

"<coach,pachulia,>",2

"<coach,paints.>",1

"<coach,palmer>",10

"<coach,panel>",7

"<coach,parent>",16

"<coach,part>",212

"<coach,particularli>",27

"<coach,party.>",3

"<coach,paschal>",11

"<coach,passiv>",2

"<coach,past.>",7

"<coach,pat>",10

"<coach,pbj>",6

"<coach,peja>",7

"<coach,penalties.>",14

"<coach,pencil>",1

"<coach,per-gam>",6

"<coach,percentag>",11

"<coach,performance.>",7

"<coach,perhap>",45

"<coach,perimeter,>",6

"<coach,period.>",32

"<coach,perkin>",20

"<coach,perkins'>",4

"<coach,perkins.>",2

"<coach,phil>",38

"<coach,phoenix.>",8

"<coach,phoenix>",52

"<coach,pingu>",7

